,Code,Description
2777,12904,"Lambarene, Gabon: Lambarene Airport"
2778,12905,"Labasa, Fiji: Labasa Airport"
2779,12906,"Lumberton, NC: Lumberton Regional"
2780,12907,"Labuan, Malaysia: Labuan Airport"
2781,12908,"Libreville, Gabon: Libreville Leon M'Ba"
2782,12909,"Lubang, Philippines: Lubang Airport"
2783,12910,"La Baule, France: Saint Nazaire/Montoir"
2784,12911,"Larnaca, Cyprus: Larnaca Airport"
2785,12912,"Lecce, Italy: Lecce Airport"
2786,12913,"La Ceiba, Honduras: Goloson International"
2787,12914,"A Coruna, Spain: A Coruna Airport"
2788,12915,"Lake Charles, LA: Lake Charles Regional"
2789,12916,"Laconia, NH: Laconia Municipal"
2790,12917,"Columbus, OH: Rickenbacker International"
2791,12918,"La Cumbre, Argentina: La Cumbre Airport"
2792,12919,"Las Canas, Costa Rica: Las Canas Airport"
2793,12920,"London, United Kingdom: London City"
2794,12921,"Londrina, Brazil: Governador Jose Richa"
2795,12922,"Tarbes/Lourdes/Pyrenees, France: Tarbes-Lourdes-Pyrenees"
2796,12923,"Lord Howe Island, Australia: Lord Howe Island Airport"
2797,12924,"Lindi, Tanzania: Lindi Airport"
2798,12925,"Linden, NJ: Linden Airport"
2799,12926,"Lidkoping, Sweden: Lidkoping Airport"
2800,12927,"Ludington, MI: Mason County"
2801,12928,"Lahad Datu, Malaysia: Lahad Datu Airport"
2802,12929,"Landivisiau, France: Landivisiau Airport"
2803,12930,"Londonderry, United Kingdom: Londonderry Airport"
2804,12931,"Learmonth, Australia: Learmonth Airport"
2805,12932,"Lebanon-Hanover, NH: Lebanon Municipal"
2806,12933,"St. Petersburg, Russia: Pulkovo"
2807,12934,"Leesburg, FL: Leesburg International"
2808,12935,"Aleg, Mauritania: Aleg Airport"
2809,12936,"Le Havre, France: Le Havre Octeville"
2810,12937,"Almeria, Spain: Almeria Airport"
2811,12938,"Leipzig, Germany: Leipzig Halle"
2812,12939,"Labe, Guinea: Labe Airport"
2813,12941,"Leconi, Gabon: Leconi Airport"
2814,12942,"Leticia, Colombia: Alfredo Vasquez Cobo"
2815,12943,"Bureta, Fiji: Bureta Airport"
2816,12944,"Lewiston/Auburn, ME: Auburn Lewiston Municipal"
2817,12945,"Lexington, KY: Blue Grass"
2818,12947,"Newport News/Hampton, VA: Langley AFB"
2819,12948,"Lufkin, TX: Angelina County"
2820,12949,"Kelafo, Ethiopia: Kelafo Airport"
2821,12950,"La Fria, Venezuela: Francisco Javier Garcia Hevia"
2822,12951,"Lafayette, LA: Lafayette Regional Paul Fournet Field"
2823,12952,"Lome, Togo: Gnassingbe Eyadema International"
2824,12953,"New York, NY: LaGuardia"
2825,12954,"Long Beach, CA: Long Beach Airport"
2826,12955,"LaGrange, GA: LaGrange-Callaway"
2827,12956,"La Grande, OR: La Grande/Union County"
2828,12957,"Liege, Belgium: Liege Airport"
2829,12958,"Leigh Creek, Australia: Leigh Creek Airport"
2830,12959,"Deadman's Cay, The Bahamas: Deadman's Cay Airport"
2831,12960,"Langkawi, Malaysia: Langkawi International"
2832,12961,"Longmont, CO: Longmont Municipal"
2833,12962,"Legazpi, Philippines: Legazpi Airport"
2834,12963,"Lago Agrio, Ecuador: Lago Agrio Airport"
2835,12964,"Malargue, Argentina: Malargue Airport"
2836,12965,"Logan, UT: Logan Cache"
2837,12966,"London, United Kingdom: London Gatwick"
2838,12967,"Lahr, Germany: Lahr Airport"
2839,12968,"Lost Harbor, AK: Lost Harbor Airport"
2840,12969,"Lahore, Pakistan: Allama Iqbal International"
2841,12970,"Lightning Ridge, Australia: Lightning Ridge Airport"
2842,12971,"Lancaster, OH: Fairfield County"
2843,12972,"London, United Kingdom: London Heathrow"
2844,12973,"Lake Havasu City, AZ: Lake Havasu City Airport"
2845,12974,"Lock Haven, PA: William T. Piper Memorial"
2846,12975,"Lanzhou, China: Zhongchuan"
2847,12976,"La Junta, CO: La Junta Municipal"
2848,12977,"Liangping, China: Liangping Airport"
2849,12978,"Limbunya, Australia: Limbunya Airport"
2850,12979,"Limon, CO: Limon Municipal"
2851,12980,"Libenge, Congo (Kinshasa): Libenge Airport"
2852,12981,"Limoges, France: Limoges Bellegarde"
2853,12982,"Lihue, HI: Lihue Airport"
2854,12983,"Long Island, AK: Long Island Airport"
2855,12984,"Likiep Island, Marshall Islands: Likiep Island Airport"
2856,12985,"Lille, France: Lille Lesquin"
2857,12986,"Lima, Peru: Jorge Chavez International"
2858,12987,"Milan, Italy: Milano Linate"
2859,12988,"Limon, Costa Rica: Puerto Limon"
2860,12989,"Lisala, Congo (Kinshasa): Lisala Airport"
2861,12990,"Liberia, Costa Rica: Daniel Oduber International"
2862,12991,"Lisbon, Portugal: Lisboa"
2863,12992,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
2864,12993,"Livengood, AK: Livengood Airport"
2865,12994,"Loikaw, Burma: Loikaw Airport"
2866,12995,"Hinesville, GA: Wright AAF/Midcoast Regional"
2867,12996,"Limestone, ME: Loring International"
2868,12997,"Lodja, Congo (Kinshasa): Lodja Airport"
2869,12998,"Lijiang, China: Sanyi"
2870,12999,"Lake Jackson, TX: Brazoria County"
2871,13000,"Ljubljana, Slovenia: Ljubljana Airport"
2872,13001,"Lebanon, MO: Floyd W Jones Lebanon"
2873,13002,"Seattle, WA: Lake Union Terminal"
2874,13003,"Kulik Lake, AK: Kulik Lake Airport"
2875,13004,"Lakselv, Norway: Banak"
2876,13005,"Nekempte, Ethiopia: Nekempte Airport"
2877,13006,"Leknes, Norway: Leknes Airport"
2878,13007,"Lucknow, India: Chaudhary Charan Singh Lucknow International"
2879,13008,"Lake Placid, NY: Lake Placid Airport"
2880,13009,"Lakeview, OR: Lake County"
2881,13010,"Lakenheath, United Kingdom: RAF Lakenheath"
2882,13011,"Lulea, Sweden: Kallax"
2883,13012,"Lalibella, Ethiopia: Lalibella Airport"
2884,13013,"Lilongwe, Malawi: Kamuzu International"
2885,13015,"Mount Holly, NJ: South Jersey Regional"
2886,13016,"Lake Minchumina, AK: Lake Minchumina Airport"
2887,13017,"Lumi, Papua New Guinea: Lumi Airport"
2888,13018,"Los Mochis, Mexico: Valle del Fuerte International"
2889,13019,"Limbang, Malaysia: Limbang Airport"
2890,13020,"Lossiemouth, United Kingdom: RAF Lossiemouth"
2891,13021,"Lampedusa, Italy: Lampedusa Airport"
2892,13022,"Marsa Brega, Libya: Marsa Brega S21"
2893,13023,"Louisville, MS: Louisville Winston County"
2894,13024,"Klamath Falls, OR: Crater Lake Klamath Regional"
2895,13026,"Lander, WY: Hunt Field"
2896,13027,"Lonorore, Vanuatu: Lonorore Airport"
2897,13028,"Lonely, AK: Lonely AS"
2898,13029,"Lincoln, NE: Lincoln Airport"
2899,13030,"Land O' Lakes, WI: Kings Land O' Lakes"
2900,13031,"Wise, VA: Lonesome Pine"
2901,13032,"Lancaster, PA: Lancaster Airport"
2902,13033,"Lanett, AL: Lanett Municipal"
2903,13034,"Lanai, HI: Lanai Airport"
2904,13035,"Linz, Austria: Linz International"
2905,13036,"Lorraine, Australia: Lorraine Airport"
2906,13037,"Loja, Ecuador: Ciudad de Catamayo"
2907,13038,"Laredo, TX: Laredo Municipal"
2908,13039,"Lovelock, NV: Derby Field"
2909,13040,"Lagos de Moreno, Mexico: Francisco P.V.Yr"
2910,13041,"London, United Kingdom: London Metropolitan Area"
2911,13042,"Lobatse, Botswana: Lobatse Airport"
2912,13043,"Lagos, Nigeria: Murtala Muhammed"
2913,13044,"Louisville, KY: Bowman Field"
2914,13045,"Monclova, Mexico: Venustiano Carranza International"
2915,13046,"London/Corbin, KY: London-Corbin Airport-Magee Field"
2916,13047,"Las Palmas, Spain: Gran Canaria"
2917,13048,"La Paz, Bolivia: El Alto International"
2918,13049,"Lompoc, CA: Lompoc Airport"
2919,13050,"Linkoping, Sweden: Saab"
2920,13051,"Liverpool, United Kingdom: Liverpool Airport"
2921,13052,"La Porte, IN: La Porte Municipal"
2922,13053,"Lappeenranta, Finland: Lappeenranta Airport"
2923,13054,"Luang Phabang, Laos: Luang Phabang International"
2924,13055,"Lopez Island, WA: Lopez Island Airport"
2925,13056,"Lampang, Thailand: Lampang Airport"
2926,13057,"Little Port Walter, AK: Little Port Walter Airport"
2927,13058,"Pickens, SC: Pickens County"
2928,13059,"Larissa, Greece: Larissa Airport"
2929,13060,"Laarbruch, Germany: RAF Laarbruch"
2930,13061,"Laredo, TX: Laredo International"
2931,13062,"Longreach, Australia: Longreach Airport"
2932,13063,"Jacksonville, AR: Little Rock AFB"
2933,13064,"Loring, AK: Loring Airport"
2934,13065,"La Rochelle, France: La Rochelle/Laleu"
2935,13066,"Lorica, Colombia: Lorica Airport"
2936,13067,"Niamtougou, Togo: Niamtougou International"
2937,13068,"La Romana, Dominican Republic: Casa de Campo International"
2938,13069,"Moses Lake, WA: Larson AFB"
2939,13070,"Lathrop, CA: Sharpe AFF"
2940,13071,"Lorient, France: Lorient Lann Bihoue"
2941,13072,"Las Cruces, NM: Las Cruces International"
2942,13073,"Losuia, Papua New Guinea: Kiriwina"
2943,13074,"La Serena, Chile: La Florida"
2944,13075,"Lexington, KY: Blue Grass Station AHP"
2945,13076,"La Crosse, WI: La Crosse Regional"
2946,13077,"Columbus, GA: Lawson AAF"
2947,13078,"Lerwick, United Kingdom: Sumburgh"
2948,13079,"Los Chiles, Costa Rica: Los Chiles Airport"
2949,13080,"Los Banos, CA: Los Banos Municipal"
2950,13081,"Las Piedras, Venezuela: Josefa Camejo International"
2951,13082,"Los Angeles, Chile: Maria Dolores"
2952,13083,"Lost River, AK: Lost River 1"
2953,13084,"Les Saintes, Guadeloupe: Terre de Haut"
2954,13085,"Launceston, Australia: Launceston Airport"
2955,13086,"Long Sukang, Malaysia: Long Sukang Airport"
2956,13087,"Las Vegas, NV: Nellis AFB"
2957,13088,"Lhok Sukon, Indonesia: Lhok Sukon Airport"
2958,13089,"Tzaneen, South Africa: Letaba"
2959,13090,"Latrobe, Australia: Latrobe Valley"
2960,13091,"Ghadames, Libya: Ghadames Airport"
2961,13092,"Altai, Mongolia: Altai Airport"
2962,13093,"Lethem, Guyana: Lethem Airport"
2963,13094,"London, United Kingdom: London Luton"
2964,13095,"Loreto, Mexico: Loreto International"
2965,13096,"Le Touquet, France: Le Touquet Cote D Opale"
2966,13097,"Altus, OK: Altus AFB"
2967,13098,"Lotusvale, Australia: Lotusvale Airport"
2968,13099,"Lukla, Nepal: Lukla Airport"
2969,13100,"Luderitz, Namibia: Luderitz Airport"
2970,13101,"Lucenec, Slovakia: Lucenec Airport"
2971,13102,"Phoenix, AZ: Luke AFB"
2972,13103,"Lugano, Switzerland: Lugano Airport"
2973,13104,"Lusikisiki, South Africa: Lusikisiki Airport"
2974,13105,"Cincinnati, OH: Cincinnati Municipal Lunken Field"
2975,13106,"Laurel, MS: Hesler-Noble Field"
2976,13108,"Lusaka, Zambia: Kenneth Kaunda International"
2977,13109,"Kalaupapa, HI: Kalaupapa Airport"
2978,13110,"San Luis, Argentina: San Luis Airport"
2979,13111,"Cape Lisburne, AK: Cape Lisburne LRRS"
2980,13112,"Laura Station, Australia: Laura Station Airport"
2981,13113,"Luxembourg, Luxembourg: Luxembourg Airport"
2982,13114,"Livramento, Brazil: Livramento Airport"
2983,13115,"Lime Village, AK: Lime Village Airport"
2984,13116,"Livingstone, Zambia: Harry Mwanga Nkumbula"
2985,13117,"Livermore, CA: Livermore Municipal"
2986,13118,"Livingston, MT: Livingston Airport"
2987,13119,"Laverton, Australia: Laverton Airport"
2988,13120,"Las Vegas, NM: Las Vegas Municipal"
2989,13121,"Lewisburg, WV: Greenbrier Valley"
2990,13122,"Lawrence, KS: Lawrence Municipal"
2991,13123,"Lawrenceburg, TN: Lawrenceburg-Lawrence County"
2992,13124,"Wells, NV: Wells Municipal/Harriet Field"
2993,13125,"Lawrence, MA: Lawrence Municipal"
2994,13126,"Lviv, Ukraine: Lviv International"
2995,13127,"Lewiston, ID: Lewiston Nez Perce County"
2996,13128,"Lewistown, MT: Lewistown Municipal"
2997,13129,"Lawrenceville, IL: Lawrenceville-Vincennes International"
2998,13130,"Lawas, Malaysia: Lawas Airport"
2999,13131,"Lhasa, China: Gonggar"
3000,13132,"Lexington, NE: Jim Kelly Field"
3001,13133,"Luxor, Egypt: Luxor International"
3002,13134,"Lemnos, Greece: Lemnos Airport"
3003,13135,"Leadville, CO: Lake County"
3004,13136,"Little Cayman, Cayman Islands: Edward Bodden"
3005,13137,"Lycksele, Sweden: Lycksele Airport"
3006,13138,"Lyneham, United Kingdom: RAF Lyneham"
3007,13139,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field"
3008,13140,"Lyon, France: Lyon Bron"
3009,13141,"Faisalabad, Pakistan: Faisalabad International"
3010,13142,"Longyearbyen, Norway: Svalbard"
3011,13143,"Lyon, France: Lyon Saint Exupery"
3012,13144,"Ely, MN: Ely Municipal"
3013,13145,"Lydd, United Kingdom: London Ashford"
3014,13146,"Lazaro Cardenas, Mexico: Lazaro Cardenas Airport"
3015,13147,"Liuzhou, China: Liuzhou South"
3016,13149,"Luzhou, China: Luzhou Airport"
3017,13150,"Lizard Island, Australia: Lizard Island Airport"
3018,13151,"Lawrenceville, GA: Gwinnett County - Briscoe Field"
3019,13152,"Edgartown, MA: Katama Airpark"
3020,13153,"Chennai, India: Chennai International"
3021,13154,"Maraba, Brazil: Joao Correa Da Rocha"
3022,13155,"Macon, GA: Macon Downtown"
3023,13156,"Madrid, Spain: Adolfo Suarez Madrid Barajas"
3024,13157,"Madera, CA: Madera Municipal"
3025,13158,"Midland/Odessa, TX: Midland International Air and Space Port"
3026,13159,"Madang, Papua New Guinea: Madang Airport"
3027,13160,"Mahon, Spain: Menorca"
3028,13161,"Mangochi, Malawi: Mangochi Airport"
3029,13162,"Majuro, Marshall Islands: Marshall Islands International"
3030,13163,"Malakal, South Sudan: Malakal Airport"
3031,13164,"Matamoros, Mexico: General Servando Canales International"
3032,13165,"Manchester, United Kingdom: Manchester Airport"
3033,13166,"Manaus, Brazil: Eduardo Gomes International"
3034,13167,"Mamai, Papua New Guinea: Mamai Airport"
3035,13169,"Maracaibo, Venezuela: La Chinita International"
3036,13170,"Manus Island, Papua New Guinea: Momote"
3037,13171,"Matadi, Congo (Kinshasa): Matadi Tshimpi"
3038,13172,"Maupiti, French Polynesia: Maupiti Fr. Polynesia"
3039,13173,"Malden, MO: Malden Regional"
3040,13174,"Matam, Senegal: Matam Ouro Sogui"
3041,13175,"Mangrove Cay, The Bahamas: Clarence A Bain"
3042,13176,"Mayaguez, PR: Eugenio Maria de Hostos"
3043,13177,"Mombasa, Kenya: Mombasa Moi International"
3044,13178,"Maryborough, Australia: Maryborough Qld"
3045,13179,"Mbeya, Tanzania: Mbeya Airport"
3046,13180,"Montego Bay, Jamaica: Sangster International"
3047,13181,"Matupa, Brazil: Matupa Airport"
3048,13182,"Manistee/Ludington, MI: Manistee County-Blacker"
3049,13183,"Mamburao, Philippines: Mamburao Airport"
3050,13184,"Saginaw/Bay City/Midland, MI: MBS International"
3051,13185,"Masbate, Philippines: Masbate Airport"
3052,13186,"Mbambanakira, Solomon Islands: Mbambanakira Airport"
3053,13187,"Maribor, Slovenia: Maribor Airport"
3054,13188,"Moberley, MO: Omar N Bradley"
3055,13189,"Maues, Brazil: Maues Airport"
3056,13190,"Macenta, Guinea: Macenta Airport"
3057,13191,"McComb, MS: McComb/Pike County/John E. Lewis Field"
3058,13192,"Sacramento, CA: McClellan Airfield"
3059,13193,"Mackinac Island, MI: Mackinac Island Airport"
3060,13194,"Merced, CA: Merced Regional/Macready Field"
3061,13195,"Tampa, FL: Macdill AFB"
3062,13196,"McGrath, AK: McGrath Airport"
3063,13197,"Machala, Ecuador: General Manuel Serrano"
3064,13198,"Kansas City, MO: Kansas City International"
3065,13199,"Maicao, Colombia: Maicao Airport"
3066,13200,"McCook, NE: McCook Ben Nelson Regional"
3067,13201,"McKinley Park, AK: Denali"
3068,13202,"Monte Carlo, Monaco: Monaco Heloport"
3069,13203,"Macon, GA: Middle Georgia Regional"
3070,13204,"Orlando, FL: Orlando International"
3071,13205,"Macapa, Brazil: Alberto Alcolumbre"
3072,13206,"Melchor de Mencos, Guatemala: Melchor de Mencos Airport"
3073,13207,"Monte Caseros, Argentina: Monte Caseros Airport"
3074,13208,"Muscat, Oman: Muscat International"
3075,13209,"Montlucon, France: Gueret/Lepaud"
3076,13210,"McArthur River, Australia: McArthur River Mine"
3077,13211,"Mason City, IA: Mason City Municipal"
3078,13212,"Maroochydore, Australia: Sunshine Coast"
3079,13213,"Maceio, Brazil: Zumbi Dos Palmares"
3080,13214,"San Antonio, TX: Martindale AHP"
3081,13215,"Melinda, Belize: Melinda Airport"
3082,13216,"Menado, Indonesia: Sam Ratulangi"
3083,13217,"Midland/Odessa, TX: Midland Airpark"
3084,13218,"Medellin, Colombia: Jose Maria Cordova"
3085,13219,"Medford, WI: Taylor County"
3086,13220,"Mudanjiang, China: Hailang"
3087,13221,"Carbondale, IL: Southern Illinois"
3088,13222,"Makurdi, Nigeria: Makurdi Airport"
3089,13223,"Madras, OR: Madras Municipal"
3090,13224,"Mbandaka, Congo (Kinshasa): Mbandaka Airport"
3091,13225,"Mandalay, Burma: Mandalay Airport"
3092,13226,"Middleton Island, AK: Middleton Island Airport"
3093,13227,"Mar del Plata, Argentina: Mar del Plata Airport"
3094,13228,"Medfra, AK: Medfra Airport"
3095,13229,"Middle Caicos, Turks and Caicos Islands: Conch Bar"
3096,13230,"Harrisburg, PA: Harrisburg International"
3097,13231,"Mendi, Papua New Guinea: Mendi Airport"
3098,13232,"Chicago, IL: Chicago Midway International"
3099,13233,"Mercedes, Argentina: Mercedes Aeroclub"
3100,13234,"Midway Island, TT: Sand Island Field"
3101,13235,"Mendoza, Argentina: El Plumerillo"
3102,13236,"Rangeley, ME: Steven A. Bean Municipal"
3103,13237,"Macae, Brazil: Macae Airport"
3104,13238,"Melbourne, Australia: Essendon"
3105,13239,"Manta, Ecuador: Eloy Alfaro International"
3106,13240,"Medina, Saudi Arabia: Prince Mohammad Bin Abdulaziz International"
3107,13241,"Meridian, MS: Key Field"
3108,13242,"Meadville, PA: Port Meadville"
3109,13243,"Melbourne, Australia: Melbourne International"
3110,13244,"Memphis, TN: Memphis International"
3111,13245,"Mende, France: Mende Brenoux"
3112,13246,"Manteo, NC: Dare County Regional"
3113,13247,"Mersing, Malaysia: Mersing Malay."
3114,13248,"Meulaboh, Indonesia: Seunagan"
3115,13249,"Atwater, CA: Castle"
3116,13250,"Medan, Indonesia: Polonia"
3117,13251,"Minden, NV: Minden-Tahoe"
3118,13252,"Mexico City, Mexico: Licenciado Benito Juarez International"
3119,13253,"Meghauli, Nepal: Meghauli Airport"
3120,13254,"Mafia Island, Tanzania: Mafia"
3121,13255,"Mansfield, OH: Mansfield Lahm Regional"
3122,13256,"Mission/McAllen/Edinburg, TX: McAllen Miller International"
3123,13257,"Moanda, Gabon: Moanda Airport"
3124,13258,"Muzaffarabad, Pakistan: Muzaffarabad Airport"
3125,13259,"Mesquite, NV: Mesquite Airport"
3126,13260,"Marshfield, WI: Marshfield Municipal"
3127,13261,"Macau, Macau: Macau International"
3128,13262,"Milford Sound, New Zealand: Milford Sound Airport"
3129,13263,"Maradi, Niger: Maradi Airport"
3130,13264,"Medford, OR: Rogue Valley International - Medford"
3131,13265,"Miraflores, Colombia: Miraflores Airport"
3132,13266,"Fort Worth, TX: Mangham Field"
3133,13267,"Mfuwe, Zambia: Mfuwe Airport"
3134,13268,"Melfa, VA: Accomack County"
3135,13269,"Managua, Nicaragua: Augusto Cesar Sandino International"
3136,13270,"Mount Gambier, Australia: Mount Gambier Airport"
3137,13271,"Michigan City, IN: Michigan City Municipal-Phillips Field"
3138,13272,"Magdalena, Bolivia: Magdalena Airport"
3139,13273,"Marietta, GA: Dobbins ARB"
3140,13274,"Maringa, Brazil: Silvio Name Junior"
3141,13275,"Montgomery, NY: Orange County"
3142,13276,"Dusseldorf, Germany: Moenchengladbach"
3143,13277,"Montgomery, AL: Montgomery Regional"
3144,13278,"Magangue, Colombia: Magangue Airport"
3145,13279,"Mogadishu, Somalia: Aden Adde International"
3146,13280,"Moultrie/Thomasville, GA: Moultrie/Thomasville Airport"
3147,13281,"Mangaia, Cook Islands: Mangaia Cook Island"
3148,13282,"Morgantown, WV: Morgantown Municipal-Walter L. Bill Hart Field"
3149,13283,"Dayton, OH: Dayton-Wright Brothers"
3150,13284,"Mahdia, Guyana: Mahdia Airport"
3151,13286,"Mashhad, Iran: Shahid Hashemi Nejad International"
3152,13287,"Mitchell, SD: Mitchell Municipal"
3153,13288,"Mannheim, Germany: Mannheim City"
3154,13289,"Marsh Harbour, The Bahamas: Leonard M Thompson International"
3155,13290,"Manhattan/Ft. Riley, KS: Manhattan Regional"
3156,13291,"Marshall, MO: Marshall Memorial Municipal"
3157,13292,"Minchumina, AK: Minchumina Airport"
3158,13293,"Mount House, Australia: Mount House Airport"
3159,13294,"Mariehamn, Finland: Mariehamn Airport"
3160,13295,"Sacramento, CA: Sacramento Mather"
3161,13296,"Manchester, NH: Manchester-Boston Regional"
3162,13297,"Mojave, CA: Mojave Air and Space Port"
3163,13299,"Mildenhall, United Kingdom: Mildenhall Airport"
3164,13300,"Greenville, MI: Greenville Municipal"
3165,13301,"Holland, MI: West Michigan Regional"
3166,13302,"Howell, MI: Livingston County Spencer J. Hardy"
3167,13303,"Miami, FL: Miami International"
3168,13304,"Minot, ND: Minot AFB"
3169,13305,"Minneapolis, MN: Crystal"
3170,13306,"Merida, Mexico: Licenciado Manuel Crescencio Rejon International"
3171,13307,"Muncie/Anderson/Newcastle, IN: Delaware County Regional"
3172,13308,"Marilia, Brazil: Marilia Airport"
3173,13309,"Mili, Marshall Islands: Mili Airport"
3174,13310,"Mikkeli, Finland: Mikkeli Airport"
3175,13311,"Milan, Italy: Milan Metropolitan Area"
3176,13312,"Merimbula, Australia: Merimbula Airport"
3177,13313,"Minnipa, Australia: Minnipa Airport"
3178,13314,"Miami, OK: Miami Regional"
3179,13315,"Mitspeh Ramon, Israel: Har Arikha"
3180,13316,"Omaha, NE: Millard"
3181,13317,"Monastir, Tunisia: Habib Bourguiba International"
3182,13318,"Misima Island, Papua New Guinea: Misima"
3183,13319,"Shafter, CA: Shafter - Minter Field"
3184,13320,"Maiduguri, Nigeria: Maiduguri Airport"
3185,13321,"Millville, NJ: Millville Municipal"
3186,13322,"Marshalltown, IA: Marshalltown Municipal"
3187,13323,"Miriti, Colombia: Miriti Pirana"
3188,13324,"Mainoru, Australia: Mainoru Airport"
3189,13325,"Manja, Madagascar: Manja Airport"
3190,13326,"Mejit Island, Marshall Islands: Mejit"
3191,13327,"Man, Cote d'Ivoire: Man Airport"
3192,13328,"Moenjodaro, Pakistan: Moenjodaro Airport"
3193,13329,"Mosjoen, Norway: Kjaerstad"
3194,13330,"Mayajigua, Cuba: Mayajigua Airport"
3195,13331,"Mitiga, Libya: Mitiga International"
3196,13332,"Mouila, Gabon: Mouila Airport"
3197,13333,"Mbuji-Mayi, Congo (Kinshasa): Mbuji Mayi"
3198,13334,"Majunga, Madagascar: Philibert Tsiranana"
3199,13335,"Jackson, MN: Jackson Airport"
3200,13336,"Mytilene, Greece: Mitilini"
3201,13337,"Murcia, Spain: Murcia San Javier"
3202,13338,"Toms River, NJ: Ocean County"
3203,13339,"Mirny, Russia: Mirny Airport"
3204,13340,"Marianske Lazne, Czech Republic: Marianske Lazne Airport"
3205,13341,"Kansas City, MO: Charles B. Wheeler Downtown"
3206,13342,"Milwaukee, WI: General Mitchell International"
3207,13344,"Muskegon, MI: Muskegon County"
3208,13345,"Obo Mboki, Central African Republic: Obo Mboki Airport"
3209,13346,"Makoua, Congo (Brazaville): Makoua Airport"
3210,13347,"Hoolehua, HI: Molokai"
3211,13348,"Jackson, TN: McKellar-Sipes Regional"
3212,13349,"Mukah, Malaysia: Mukah Airport"
3213,13350,"Muskogee, OK: Davis Field"
3214,13351,"Makemo, French Polynesia: Makemo Airport"
3215,13352,"Meekatharra, Australia: Meekatharra Airport"
3216,13353,"Mekane Selam, Ethiopia: Mekane Selam Airport"
3217,13354,"Mankato, MN: Mankato Regional"
3218,13355,"Makokou, Gabon: Makokou Airport"
3219,13356,"Manokwari, Indonesia: Rendani"
3220,13357,"Mackay, Australia: Mackay Airport"
3221,13358,"Malacca, Malaysia: Malacca Airport"
3222,13359,"Malta, Malta: Luqa International"
3223,13360,"Melbourne, FL: Melbourne International"
3224,13361,"McAlester, OK: McAlester Regional"
3225,13362,"Malad City, ID: Malad City Airport"
3226,13363,"Male, Maldives: Velana International"
3227,13364,"Milford, UT: Milford Municipal/Ben and Judy Briscoe Field"
3228,13365,"Malang, Indonesia: Abdul Rachman Saleh"
3229,13366,"Mulhouse, France: EuroAirport"
3230,13367,"Moline, IL: Quad City International"
3231,13368,"Malta, MT: Malta Airport"
3232,13369,"Marshall, AK: Marshall Don Hunter Sr."
3233,13370,"Morelia, Mexico: General Francisco J. Mujica International"
3234,13371,"Melilla, Spain: Melilla Airport"
3235,13372,"Milos, Greece: Milos Airport"
3236,13373,"Malabang, Philippines: Malabang Airport"
3237,13374,"Malalaua, Papua New Guinea: Malalaua Airport"
3238,13375,"Miles City, MT: Frank Wiley Field"
3239,13376,"Millinocket, ME: Millinocket Municipal"
3240,13377,"Monroe, LA: Monroe Regional"
3241,13378,"Merluna, Australia: Merluna Airport"
3242,13379,"Monrovia, Liberia: Monrovia Spriggs Payne"
3243,13380,"Malatya, Turkey: Malatya Airport"
3244,13381,"Manley Hot Springs, AK: Manley Hot Springs Airport"
3245,13382,"Melo, Uruguay: Melo Airport"
3246,13383,"Malmo, Sweden: Malmo Metropolitan Area"
3247,13384,"Memanbetsu, Japan: Memanbetsu Airport"
3248,13385,"Ciudad Mante, Mexico: Cuauhtemoc"
3249,13386,"Minami Daito, Japan: Minami Daito Airport"
3250,13387,"Darlington, United Kingdom: Durham Tees Valley"
3251,13388,"Mammoth Lakes, CA: Mammoth Lakes Airport"
3252,13389,"Athens, TN: McMinn County"
3253,13390,"Matsumoto, Japan: Matsumoto Airport"
3254,13391,"Murmansk, Russia: Murmansk Airport"
3255,13392,"Marshall, MN: Southwest Minnesota Regional-Marshall/Ryan Field"
3256,13393,"Middlemount, Australia: Middlemount Airport"
3257,13394,"Stow, MA: Minute Man Air Field"
3258,13395,"Mompos, Colombia: Mompos Airport"
3259,13396,"Mbala, Zambia: Mbala Airport"
3260,13397,"Columbia, SC: McEntire Jngb"
3261,13398,"Morristown, NJ: Morristown Municipal"
3262,13399,"Malmo, Sweden: Malmo Airport"
3263,13400,"Miyakojima, Japan: Miyako"
3264,13401,"Fosston, MN: Fosston Municipal"
3265,13402,"Moose Lake, MN: Moose Lake Carlton County"
3266,13403,"Ortonville, MN: Ortonville Municipal-Martinson Field"
3267,13404,"Moanda, Congo (Kinshasa): Muanda"
3268,13405,"Nacala, Mozambique: Nacala International"
3269,13406,"Montserrat, Montserrat: John A. Osborne"
3270,13407,"Maiana, Kiribati: Maiana Airport"
3271,13408,"Manila, Philippines: Ninoy Aquino International"
3272,13409,"Marinette, MI: Menominee-Marinette Twin County"
3273,13410,"Marion, OH: Marion Municipal"
3274,13411,"Manono, Congo (Kinshasa): Manono Airport"
3275,13413,"Mongu, Zambia: Mongu Airport"
3276,13414,"Mansa, Zambia: Mansa Airport"
3277,13415,"Minto, AK: Minto Al Wright"
3278,13416,"Mawlamyine, Burma: Mawlamyine Airport"
3279,13417,"Manicore, Brazil: Manicore Airport"
3280,13418,"Manassas, VA: Manassas Regional/Harry P. Davis Field"
3281,13419,"Mosby, MO: Midwest National Air Center"
