,Code,Description
5939,16249,"Earlton, Canada: Timiskaming Regional"
5940,16250,"Prince George, Canada: Prince George Airport"
5941,16251,"Terrace, Canada: Terrace Airport"
5942,16252,"London, Canada: London Airport"
5943,16253,"Abbotsford, Canada: Abbotsford Airport"
5944,16254,"Whitehorse, Canada: Erik Nielsen International"
5945,16255,"Wawa, Canada: Wawa Airport"
5946,16256,"North Bay, Canada: North Bay Airport"
5947,16257,"Calgary, Canada: Calgary International"
5948,16258,"Smithers, Canada: Smithers Airport"
5949,16259,"Fort Nelson, Canada: Fort Nelson Airport"
5950,16260,"Penticton, Canada: Penticton Airport"
5951,16261,"Charlottetown, Canada: Charlottetown Airport"
5952,16262,"Taloyoak, Canada: Taloyoak Airport"
5953,16263,"Victoria, Canada: Victoria International"
5954,16264,"Lynn Lake, Canada: Lynn Lake Airport"
5955,16265,"Swift Current, Canada: Swift Current Airport"
5956,16266,"Churchill, Canada: Churchill Airport"
5957,16267,"Goose Bay, Canada: Goose Bay Airport"
5958,16268,"St. John's, Canada: St. John's International"
5959,16269,"Kapuskasing, Canada: Kapuskasing Airport"
5960,16270,"Mont Joli, Canada: Mont Joli Airport"
5961,16271,"Toronto, Canada: Lester B. Pearson International"
5962,16272,"Gore Bay, Canada: Gore Bay/Manitoulin"
5963,16273,"Yellowknife, Canada: Yellowknife Airport"
5964,16274,"Slave Lake, Canada: Slave Lake Airport"
5965,16275,"Sandspit, Canada: Sandspit Airport"
5966,16276,"Sarnia, Canada: Chris Hadfield"
5967,16277,"Coral Harbour, Canada: Coral Harbour Airport"
5968,16278,"Port Hardy, Canada: Port Hardy Airport"
5969,16279,"Sept-Iles, Canada: Sept-Iles Airport"
5970,16280,"Alice Arm, Canada: Alice Arm Airport"
5971,16281,"Zadar, Croatia: Zadar Airport"
5972,16282,"Zagreb, Croatia: Zagreb Airport"
5973,16283,"Zahedan, Iran: Zahedan International"
5974,16284,"Valdivia, Chile: Las Marias"
5975,16285,"Zamboanga, Philippines: Zamboanga International"
5976,16286,"Zaragoza, Spain: Zaragoza AB"
5977,16288,"Bathurst, Canada: Bathurst Airport"
5978,16289,"Biloela, Australia: Biloela (Thangool)"
5979,16290,"Bromont, Canada: Bromont Roland Desourdy"
5980,16291,"Bowen, Australia: Bowen Airport"
5981,16292,"Branson, MO: John the Diver"
5982,16293,"Zacatecas, Mexico: General Leobardo C. Ruiz International"
5983,16294,"Temuco, Chile: Maquehue"
5984,16295,"Bella Bella, Canada: Denny Island"
5985,16296,"Faro, Canada: Faro Airport"
5986,16297,"Fort McPherson, Canada: Fort McPherson Airport"
5987,16298,"Fort Norman, Canada: Fort Norman Airport"
5988,16299,"Grand Forks, Canada: Grand Forks Airport"
5989,16300,"Ngoma, Zambia: Ngoma Airport"
5990,16301,"Gethsemani, Canada: Gethsemani Airport"
5991,16302,"Zhanjiang, China: Zhanjiang Airport"
5992,16303,"Ziguinchor, Senegal: Ziguinchor Airport"
5993,16304,"Ixtapa/Zihuatanejo, Mexico: Ixtapa-Zihuatanejo International"
5994,16305,"Kasaba Bay, Zambia: Kasaba Bay Airport"
5995,16306,"Manzanillo, Mexico: Playa de Oro International"
5996,16307,"La Tabatiere, Canada: La Tabatiere Airport"
5997,16308,"Sena Madureira, Brazil: Sena Madureira Airport"
5998,16309,"Masset, Canada: Masset Airport"
5999,16310,"Nanaimo, Canada: Harbour"
6000,16311,"Nyac, AK: Nyac Airport"
6001,16312,"Zinder, Niger: Zinder Airport"
6002,16313,"Newman, Australia: Newman Airport"
6003,16314,"Ingolstadt, Germany: Ingolstadt Airport"
6004,16315,"Zanzibar, Tanzania: Abeid Amani Karume International"
6005,16316,"Ocean Falls, Canada: Ocean Falls Airport"
6006,16318,"Osorno, Chile: Canal Bajo Carlos Hott Siebert"
6007,16319,"Sachigo Lake, Canada: Sachigo Lake Airport"
6008,16320,"Queenstown, New Zealand: Queenstown Airport"
6009,16321,"Zurich, Switzerland: Zurich Airport"
6010,16322,"San Salvador, The Bahamas: San Salvador International"
6011,16323,"Sligo, Ireland: Sligo Bus Station"
6012,16324,"Sassandra, Cote d'Ivoire: Sassandra Airport"
6013,16325,"Stewart, Canada: Stewart Airport"
6014,16326,"Prince Rupert, Canada: Prince Rupert Seal Cove Heliport"
6015,16327,"Zakinthos, Greece: Dionysios Solomos"
6016,16328,"Tahsis, Canada: Tahsis Airport"
6017,16329,"Zhuhai, China: Jinwan"
6018,16330,"Churchill Falls, Canada: Churchill Falls Airport"
6019,16331,"Miandrivazo, Madagascar: Miandrivazo Airport"
6020,16332,"Savannakhet, Laos: Savannakhet International"
6021,16333,"Wollaston Lake, Canada: Wollaston Lake Airport"
6022,16334,"Rota, Spain: Rota NS"
6023,16335,"Albuquerque, NM: Double Eagle II"
6024,16336,"Gasquet, CA: Ward Field"
6025,16337,"San Isidro, Dominican Republic: San Isidro International"
6026,16338,"Sculthorpe, United Kingdom: Sculthorpe Airport"
6027,16339,"Illinois Creek, AK: Illinois Creek Airport"
6028,16340,"Chomondely Sound, AK: Chomondely Sound Airport"
6029,16341,"Coal Bay, AK: Coal Bay Airport"
6030,16342,"Happy Harbour, AK: Happy Harbour Airport"
6031,16343,"Lancaster Cove, AK: Lancaster Cove Airport"
6032,16344,"Reid Cove, AK: Reid Cove Airport"
6033,16345,"Saltery Cove, AK: Saltery Cove Airport"
6034,16346,"Clover Bay, AK: Clover Bay Airport"
6035,16347,"El Capitan, AK: El Capitan Peak"
6036,16348,"Salmon Bay Lake, AK: Salmon Bay Lake Airport"
6037,16352,"Cloverdale, CA: Cloverdale Municipal"
6038,16353,"North Kingstown, RI: Quonset State"
6039,16354,"Nappanee, IN: Nappanee Municipal"
6040,16355,"Paradise, CA: Paradise Skypark"
6041,16356,"Kennewick, WA: Vista Field"
6042,16357,"Delta, CO: Blake Field"
6043,16358,"Waterville, WA: Waterville Airport"
6044,16359,"Sylhet, Bangladesh: Savannakhet"
6045,16360,"Mzuzu, Malawi: Mzuzu Airport"
6046,16361,"Zanesville, OH: Zanesville Municipal"
6047,16363,"Fernandina Beach, FL: Fernandina Beach Municipal"
6048,16364,"Panama City, Panama: Marcos A Gelabert International"
6049,16385,"Ad-Dabbah, Sudan: Ad-Dabbah Airport"
6050,16386,"Aua Island, Papua New Guinea: Aua Island Airport"
6051,16387,"Abakan, Russia: Abakan Airport"
6052,16388,"Barretos, Brazil: Chafei Amsei"
6053,16389,"Badana, Saudi Arabia: Badanah"
6054,16390,"Beluga, AK: Beluga Airport"
6055,16392,"McCord, AK: McCord Seaplane Base"
6056,16393,"Papua New Guinea, Papua New Guinea: City"
6057,16394,"Marinduque, Philippines: Marinduque Airport"
6058,16396,"Nellie Juan, AK: Nellie Juan Airport"
6059,16398,"Bacolod, Philippines: Bacolod Airport"
6060,16399,"Sanandaj, Iran: Sanandaj Airport"
6061,16400,"Swindon, United Kingdom: Swindon Airport"
6062,16401,"Tinak, Marshall Islands: Tinak Airport"
6063,16402,"Pulau Tioman, Malaysia: Pulau Tioman Airport"
6064,16403,"Copiapo, Chile: Desierto de Atacama"
6065,16404,"South Naknek, AK: Peter Pan Seafoods"
6066,16405,"Nanchang, China: Nanchang Xiangtang"
6067,16406,"Bagabag, Philippines: Bagabag Airport"
6068,16407,"Cornelio Procopio, Brazil: Cornelio Procopio Airport"
6069,16408,"Tokyo, Japan: Hyakuri"
6070,16409,"Marquette, MI: K. I. Sawyer AFB"
6071,16410,"Montserrat, Montserrat: W. H. Bramble"
6072,16411,"Luxi, China: Mangshi"
6073,16412,"Slaton, TX: Slaton Municipal"
6074,16413,"Nevsehir, Turkey: Nevsehir Airport"
6075,16414,"Picayune, MS: Picayune Municipal"
6076,16415,"Haikou, China: Haikou Dayingshan"
6077,16416,"Hangzhou, China: Jianqiao"
6078,16417,"Tuxtla Gutierrez, Mexico: Angel Albino Corzo International"
6079,16418,"Mandalay, Burma: Mandalay International"
6080,16419,"Sewanee, TN: Franklin County"
6081,16420,"Amendola, Italy: Amendola Airport"
6082,16421,"Athens, Greece: Hellinikon"
6083,16422,"Gulf Shores, AL: Jack Edwards"
6084,16423,"Andalusia/Opp, AL: South Alabama Regional at Bill Benton Field"
6085,16424,"Frankfort, MI: Frankfort Dow Memorial Field"
6086,16425,"Potsdam, NY: Potsdam Municipal Damon Field"
6087,16426,"Ada, OK: Ada Regional"
6088,16427,"Tuxekan Island, AK: Naukati Bay Seaplane Base"
6089,16428,"Marble Canyon, AZ: Marble Canyon Airport"
6090,16429,"Middlebury, VT: Middlebury State"
6091,16430,"Zhezkazgan, Kazakhstan: Zhezkazgan Airport"
6092,16431,"Aberdeen, ID: Aberdeen Municipal"
6093,16432,"Koroba, Papua New Guinea: Koroba Airport"
6094,16433,"Ingolstadt, Germany: Ingolstadt Manching"
6095,16434,"Leon, Spain: Leon Airport"
6096,16435,"Loeriesfontein, South Africa: Loeriesfontein Airport"
6097,16436,"Mae Sot, Thailand: Mae Sot Airport"
6098,16437,"Oslo, Norway: Oslo Metropolitan Area"
6099,16438,"Lima, OH: Lima Airport"
6100,16439,"Ulan-Ude, Russia: Mukhino"
6101,16440,"Austin, TX: Robert Mueller Municipal"
6102,16441,"Plainville, CT: Robertson Field"
6103,16442,"Millbrook, NY: Sky Acres"
6104,16443,"Cabo San Lucas, Mexico: Cabo San Lucas International"
6105,16444,"Swidwin, Poland: Swidwin Airport"
6106,16445,"Driggs, ID: Driggs-Reed Memorial"
6107,16446,"Masterton, New Zealand: Masterton Airport"
6108,16447,"Sulaymaniyah, Iraq: Sulaymaniyah International"
6109,16448,"Forres, United Kingdom: RAF Kinloss"
6110,16449,"Paragould, AR: Kirk Field"
6111,16450,"Derby, Australia: Curtin"
6112,16451,"Salome, AZ: Sheepy Hollow Ranch"
6113,16452,"Saratov, Russia: Engels AFB"
6114,16453,"Gregory, SD: Gregory Municipal Flynn Field"
6115,16454,"Hamilton, NY: Hamilton Municipal"
6116,16455,"Demopolis, AL: Demopolis Regional"
6117,16456,"Jebel Ali, United Arab Emirates: Dubai Al Maktoum International"
6118,16457,"Chatham Kent, Canada: Chatham-Kent"
6119,16458,"El Palomar, Argentina: El Palomar Airport"
6120,16459,"Fremont, OH: Sandusky County Regional"
6121,16460,"Barcelos, Brazil: Barcelos Airport"
6122,16461,"Lashkar Gah, Afghanistan: Bastion Airfield"
6123,16462,"Muan, South Korea: Muan International"
6124,16463,"Michellville, MD: Freeway"
6125,16464,"Navoi, Uzbekistan: Navoi Airport"
6126,16465,"Weipa, Australia: Scherger"
6127,16466,"Villavicencio, Colombia: Vanguardia"
6128,16467,"Changchun, China: Longjia"
6129,16468,"Philadelphia, MS: Philadelphia Municipal"
6130,16469,"Wadena, MN: Wadena Municipal"
6131,16470,"Bluffton, OH: Bluffton Airport"
6132,16471,"Sialkot, Pakistan: Sialkot International"
6133,16472,"Independence Creek, AK: Independence Creek Airport"
6134,16473,"Wichita, KS: Beech Factory"
6135,16474,"Jefferson, GA: Jackson County"
6136,16475,"Durban, South Africa: King Shaka International"
6137,16476,"Hyderabad, India: Rajiv Gandhi International"
6138,16477,"Queretaro, Mexico: Queretaro Intercontinental"
6139,16478,"Lebel-sur-Quevillon, Canada: Lebel-sur-Quevillon Airport"
6140,16479,"Montague, MA: Turners Falls"
6141,16480,"Daqing Shi, China: Saertu"
6142,16481,"Bayankhongor, Mongolia: Bayankhongor Airport"
6143,16482,"Albert, France: Albert Bray"
6144,16483,"Khanty-Mansiysk, Russia: Khanty-Mansiysk Airport"
6145,16484,"Zanjan, Iran: Zanjan Airport"
6146,16485,"Mamitupo, Panama: Mamitupo Airport"
6147,16486,"Greenwood, Canada: Greenwood Airport"
6148,16487,"Taunton, MA: Taunton Municipal King Field"
6149,16488,"Sampit, Indonesia: H.Asan"
6150,16489,"Seward Peninsula, AK: Kelly Creek Airstrip"
6151,16490,"Bear Fish Camp, AK: Bear Fish Camp Airport"
6152,16491,"Princeton, ME: Princeton Municipal"
6153,16492,"Tubarao, Brazil: Tubarao Airport"
6154,16493,"Jiangsu, China: Lianyungang Baitabu"
6155,16494,"Thablotin, Saudi Arabia: Thablotin Airport"
6156,16495,"Simsbury, CT: Simsbury Airport"
6157,16496,"Logan, WV: Logan County"
6158,16497,"Fairhope, AL: H. L. Sonny Callahan"
6159,16498,"Skaneateles, NY: Skaneateles Aero Drome"
6160,16499,"Johnstown, NY: Fulton County"
6161,16500,"Red Wing, MN: Red Wing Regional"
6162,16501,"Madison, CT: Griswold"
6163,16502,"Oxford, NC: Henderson Oxford"
6164,16503,"Islesboro, ME: Islesboro Airport"
6165,16504,"Honesdale, PA: Cherry Ridge"
6166,16505,"Fairbanks, AK: Gold King Creek"
6167,16506,"Ekati, Canada: Ekati Airport"
6168,16507,"Cheongju, South Korea: Cheongju International"
6169,16508,"Squaw Lake, AK: Squaw Lake Airport"
6170,16509,"Sevierville, TN: Gatlinburg-Pigeon Forge"
6171,16510,"Beaufort, NC: Michael J. Smith Field"
6172,16511,"Indianapolis, IN: Indianapolis Metro"
6173,16512,"Mattituck, NY: Mattituck Airport"
6174,16513,"Colomac, Canada: Colomac Airport"
6175,16514,"Tabubil, Papua New Guinea: Tabubil Airport"
6176,16515,"Brewster, WA: Anderson Field"
6177,16516,"Moscow, Russia: Ostafyevo"
6178,16517,"Chemehuevi Valley, CA: Chemehuevi Valley Airport"
6179,16518,"Centralia, Canada: James T. Field Memorial"
6180,16519,"Carlisle, PA: Carlisle Airport"
6181,16520,"Middletown, DE: Summit"
6182,16521,"Big Piney, WY: Miley Memorial Field"
6183,16522,"Londolovit, Papua New Guinea: Kunaye"
6184,16523,"Parry Sound, Canada: Parry Sound Area Municipal"
6185,16524,"Petersburg, WV: Grant County"
6186,16525,"West Chester, PA: Brandywine"
6187,16526,"Marshfield, MA: Marshfield Municipal George Harlow Field"
6188,16527,"Monroeville, AL: Monroe County Aeroplex"
6189,16528,"Richmond, VA: Hanover County Municipal"
6190,16529,"Vinh City, Vietnam: Vinh"
6191,16530,"Paraparaumu, New Zealand: Paraparaumu Airport"
6192,16531,"Abu Dhabi, United Arab Emirates: Al Bateen Executive"
6193,16532,"Medina, OH: Medina Municipal"
6194,16533,"Santo Domingo, Dominican Republic: Dr. Joaquin Balaguer International"
6195,16534,"Clewiston, FL: Airglades"
6196,16535,"Tambor, Costa Rica: Tambor Airport"
6197,16536,"Troy, AL: Troy Municipal Airport at N Kenneth Campbell"
6198,16537,"Notchitoches, LA: Natchitoches Regional"
6199,16538,"Clinton, NC: Clinton Sampson County"
6200,16539,"Indianapolis, IN: Eagle Creek Airpark"
6201,16540,"Belfast, ME: Belfast Municipal"
6202,16541,"Okeechobee, FL: Okeechobee County"
6203,16542,"Walterboro, SC: Lowcountry Regional"
6204,16543,"Northampton, MA: Northampton Airport"
6205,16544,"Simberi Island, Papua New Guinea: Simberi"
6206,16545,"Telegraph Harbour, Canada: Telegraph Harbour Airport"
6207,16546,"Collingwood, Canada: Collingwood Airport"
6208,16547,"Pella, IA: Pella Municipal"
6209,16548,"Hampton, NH: Hampton Airfield"
6210,16549,"Winters, TX: Winters Municipal"
6211,16550,"Tebepahwa, Botswana: Thebephatshwa"
6212,16551,"Memmingen, Germany: Memmingen Airport"
6213,16552,"Burlington, NC: Burlington Alamance Regional"
6214,16553,"Oxford, ME: Oxford County Regional"
6215,16554,"Ganja, Azerbaijan: Ganja Airport"
6216,16555,"Midlothian/Waxahachie, TX: Mid Way Regional"
6217,16556,"Nordholz, Germany: Nordholz Airport"
6218,16557,"Dwyer, Afghanistan: Dwyer Airport"
6219,16558,"Hammond, LA: Hammond Northshore Regional"
6220,16559,"Shindand, Afghanistan: Shindand Airport"
6221,16560,"Bend, OR: Bend Municipal"
6222,16561,"Springerville, AZ: Springerville Municipal"
6223,16562,"Hindon, India: Hindon Airport"
6224,16563,"Osceola, WI: L O Simenstad Municipal"
6225,16564,"Marsa Alam, Egypt: Marsa Alam International"
6226,16565,"Uribia, Colombia: Puerto Bolivar"
6227,16566,"Jean, NV: Jean Airport"
6228,16567,"Akun, AK: Akun Airport"
6229,16568,"Ocean City, NJ: Ocean City Municipal"
6230,16569,"Hornell, NY: Hornell Municipal"
6231,16570,"Whistler, Canada: Green Lake"
6232,16571,"Penn Yan, NY: Penn Yan Airport"
6233,16572,"Searchlight, NV: Searchlight Airport"
6234,16573,"Broken Bow, NE: Broken Bow Municipal Keith Glaze Field"
6235,16574,"Bogue, Mauritania: Abbaye"
6236,16575,"Salamanca, Spain: Matacan"
6237,16576,"Chingola, Zambia: Kasompe"
6238,16577,"Moncks Corner, SC: Berkeley County"
6239,16578,"Al Najaf, Iraq: Al Najaf International"
6240,16579,"Hatay, Japan: Hatay Airport"
6241,16580,"Qugruc, AK: Qugruc Airport"
6242,16581,"Gold King 2, AK: Gold King 2 Airport"
6243,16582,"Thomson, GA: Thomson McDuffie County"
6244,16583,"Summerville, SC: Summerville Airport"
6245,16584,"Rampart, AK: Hunter Creek"
6246,16585,"Sussex, NJ: Sussex Airport"
6247,16586,"Komo, Papua New Guinea: Komo Old"
6248,16587,"St Stephen, Canada: St Stephen Airport"
6249,16588,"West Dover, VT: Deerfield Valley Regional"
6250,16589,"Hallock, MN: Hallock Municipal"
6251,16590,"Monbetsu, Japan: Monbetsu Airport"
6252,16591,"Saga, Japan: Saga Airport"
6253,16592,"Liwa, United Arab Emirates: Liwa Airbase"
6254,16593,"Hefei, China: Xinqiao"
6255,16594,"Willimantic, CT: Windham"
6256,16595,"Kemerovo, Russia: Alexey Leonov"
6257,16596,"Turkmenbashi, Turkmenistan: Turkmenbashi Airport"
6258,16597,"Sion, Switzerland: Sion Airport"
6259,16598,"Tracy, CA: Tracy Municipal"
6260,16599,"Bedwell Harbour, Canada: Bedwell Harbour Water Aerodrome"
6261,16600,"Berry Island, Canada: Farewell Harbour"
6262,16601,"Bliss Landing, Canada: Bliss Landing Water Aerodrome"
6263,16602,"Cordero Lodge, Canada: Cordero Lodge Airport"
6264,16603,"Deer Harbor, WA: Deer Harbor Marina"
6265,16604,"Dent Island , Canada: Dent Island Lodge"
6266,16605,"Egmont, Canada: Egmont Water Aerodrome"
6267,16606,"Galiano Island, Canada: Galiano Island Water Aerodrome"
6268,16607,"Hanson Island, Canada: Pacific Outback Resort"
6269,16608,"Mansons Landing, Canada: Mansons Landing Water Aerodrome"
6270,16609,"Mink Island, Canada: Mink Island Water Aerodrome"
6271,16610,"Nimmo Bay, Canada: Mimmo Bay Water Aerodrome"
6272,16611,"Pender Harbour, Canada: Pender Harbour Water Aerodrome"
6273,16612,"Princess Lousia Inlet, Canada: Princess Louisa Marina Provincial Park"
6274,16613,"Quadra Island, Canada: April Point Resort"
6275,16614,"Refuge Cove, Canada: Refuge Cove Water Aerodrome"
6276,16615,"Rendezvous Islands, Canada: Rendezvous Islands Water Aerodrome"
6277,16616,"Shawl Bay, Canada: Shawl Bay Water Aerodrome"
6278,16617,"Shoal Bay, Canada: Shoal Bay Water Aerodrome"
6279,16618,"Sointula, Canada: Sointula Water Aerodrome"
6280,16619,"Sonora Island, Canada: Sonora Resort"
6281,16620,"Steep Island, Canada: Steep Island Lodge"
6282,16621,"Zips, AK: Zips Airport"
6283,16622,"Mont de Marsan, France: Mont de Marsan Airport"
6284,16623,"Cascais, Portugal: Cascais Airport"
6285,16624,"Warren, VT: Warren Sugarbush"
6286,16625,"Lumberton, NJ: Flying W"
6287,16626,"Doro, South Sudan: Doro Airport"
6288,16627,"Bethel, ME: Bethel Regional"
6289,16628,"Ehpriam, WI: Ephraim Gibralter"
6290,16629,"Dalcahue, Chile: Mocopulli"
6291,16630,"Tolstoi Bay, AK: Tolstoi Bay Airport"
6292,16631,"Mardin, Turkey: Mardin Airport"
6293,16632,"San Carlos, Costa Rica: Arenal"
6294,16633,"Bethel2, ME: Cole Dyke"
6295,16634,"Quincy, MA: Quincy Airport"
6296,16635,"Belen, NM: Belen Municipal"
6297,16636,"Lusanga, Congo (Kinshasa): Lusanga Airport"
6298,16637,"Itaituba, Brazil: Itaituba Airport"
6299,16638,"Sarmellek, Hungary: Balaton"
6300,16639,"Gila Bend, AZ: Gila Bend Municipal"
6301,16640,"Rockingham, NC: Richmond County"
6302,16641,"Hua Hin, Thailand: Hua Hin Airport"
6303,16642,"Cranfield, United Kingdom: Cranfield Airport"
6304,16643,"Pittsburgh1, PA: Pittsburgh Northeast"
6305,16644,"New Milford, CT: Candlelight Farms"
6306,16645,"Seosan, South Korea: Seosan AB"
6307,16646,"Oxford, United Kingdom: Oxford Airport"
6308,16647,"Fitiuta Village, TT: Fitiuta"
6309,16648,"Naypyitaw, Burma: Naypyitaw International"
6310,16649,"Baker Island, Canada: Blackfish Lodge"
6311,16650,"Blind Channel, Canada: Blind Channel Water Aerodrome"
6312,16651,"Camp Orkila Eastsound, WA: Camp Orkila Seaplane Base"
6313,16652,"Minstrel Island, Canada: Minstrel Island Water Aerodrome"
6314,16653,"Port Harvey, Canada: Port Harvey Water Aerodrome"
6315,16654,"Shaw Island, WA: Shaw Islands Water Aerodrome"
6316,16655,"Simoom Sound, Canada: Simoom Sound Water Aerodrome"
6317,16656,"Danielson, CT: Danielson Airport"
6318,16657,"Ruwaished, Jordan: H4"
6319,16658,"Gainesville, TX: Gainesville Municipal"
6320,16659,"Wichita Falls, TX: Kickapoo Downtown"
6321,16660,"Gambella, Ethiopia: Gambella Airport"
6322,16661,"York, NE: York Municipal"
6323,16662,"Naknek-1, AK: Icicle Seafoods"
6324,16663,"Jeffersonville, IN: Clark Regional"
6325,16664,"Um Almelh, Saudi Arabia: Um Almelh Airport"
6326,16665,"Brady, TX: Curtis Field"
6327,16666,"Dover-Cheswold, DE: Delware Airpark"
6328,16667,"Tamarindo, Costa Rica: Tamarindo de Santa Cruz"
6329,16668,"Deadhorse1, AK: Point Thomson Airstrip"
6330,16669,"Jasper, AL: Walker County Bevill Field"
6331,16670,"Bradenburg, Germany: Holzdorf"
6332,16671,"Paloich, South Sudan: Paloich Airport"
6333,16672,"Toughkenamon, PA: New Garden"
